Recipe ID,Recipe Name,Ingredients,Preparation Steps,URL
8711649,White Chicken Chili Pot Pie,"['1/3 cup salted butter', '1 small yellow onion, chopped', '1 small green bell pepper, chopped', '2 garlic cloves, minced', '1/3 cup all-purpose flour', '2 teaspoons ground cumin', '1 1/2 teaspoons dried oregano', '1/2 teaspoon kosher salt', '1/4 teaspoon freshly ground black pepper', '2 cups chicken broth', '2 cups shredded rotisserie chicken', '1 (15-ounce) can white kidney beans, drained and rinsed', '4 ounces 1/3-less-fat cream cheese, softened', '1/2 cup jarred mild salsa verde', '1 (4-ounce) can chopped green chilis, undrained', '1 (9-inch) refrigerated pie crust (such as Pillsbury®)']","['Gather all ingredients. Preheat the oven to 425 degrees F (220 degrees C).', 'Dotdash Meredith Food Studios', 'Melt butter in a 10-inch cast-iron skillet over medium. Add onion, bell pepper, and garlic, and cook, stirring often, until slightly softened and fragrant, about 2 minutes.', 'Dotdash Meredith Food Studios', 'Add flour and cook, stirring constantly, until mixture smells nutty, about 1 minute. Stir cumin, dried oregano, salt, and black pepper until well combined.', 'Dotdash Meredith Food Studios', 'Gradually stir in broth and continue to cook over medium, stirring occasionally, until thickened and smooth, about 3 minutes.', 'Dotdash Meredith Food Studios', 'Add chicken, beans, cream cheese, salsa verde, and chiles. Cook, stirring constantly, until cream cheese is melted, about 2 minutes. Remove from heat and spread chicken mixture in an even layer. Allow to cool for 10 minutes.', 'Dotdash Meredith Food Studios', 'While filling cools, unfurl pie crust on a sheet of parchment paper and roll into an 11-inch circle. Fold dough edges under to create a 10-inch circle; crimp edges, if desired. Gently place pie crust over filling in skillet. Use a paring knife, cut four 1-inch-long slits into top of pie crust to allow steam to escape.', 'Dotdash Meredith Food Studios', 'Bake in the preheated oven until golden brown and bubbly, 30 to 35 minutes. Allow pie to cool for 5 minutes before serving.', 'Dotdash Meredith Food Studios', 'Enjoy!', 'Dotdash Meredith Food Studios']",https://www.allrecipes.com/white-chicken-chili-pot-pie-recipe-8711649
8707218,Marry Me Chicken Pasta Bake,"['12 ounces uncooked penne pasta', '1 pound boneless, skinless chicken breasts', '1 teaspoon freshly ground black pepper', '2 1/2 teaspoons Italian seasoning, divided', '2 1/2 teaspoons kosher salt, divided', '1 cup drained jarred julienne-cut sun-dried tomatoes', '4 tablespoons oil from sun-dried tomato jar, divided', '1 1/2 cups finely chopped yellow onion', '6 large garlic cloves, thinly sliced', '1/3 cup dry white wine', '2 tablespoons tomato paste', '3 tablespoons unsalted butter', '3 tablespoons all purpose flour', '1 cup whole milk', '1 (5 ounces) package fresh baby spinach', '2 cups shredded low-moisture part-skim mozzarella cheese or fontina cheese, divided', '1/2 cup freshly grated Parmesan cheese, divided', '1/2 cup panko (Japanese-style breadcrumbs)', 'fresh basil leaves']","['Gather all ingredients. Preheat the oven to 350 degrees F (175 degrees C).', 'Dotdash Meredith Food Studios', 'Bring a large pot of water to a boil over high. Add pasta and cook, stirring occasionally, until al dente, 8 to 10 minutes. Reserve 1 cup of pasta cooking water. Drain pasta and transfer to an ungreased 13- x 9-inch baking dish.', 'Dotdash Meredith Food Studios', 'Season chicken breasts evenly with black pepper and 1 teaspoon each of the Italian seasoning and salt. Heat 2 tablespoons of sun-dried tomato oil in a large skillet over medium until shimmering. Add chicken breasts and cook until golden brown and a thermometer inserted into the thickest part registers 165 degrees F (73 degrees C), 10 to 15 minutes, flipping occasionally. Transfer to a cutting board and let rest 5 minutes. Thinly slice chicken and add to pasta in baking dish. Do not clean skillet.', 'Dotdash Meredith Food Studios', 'Add 1 tablespoon of the sun-dried tomato oil to skillet and return to medium heat. Add onion and garlic, and cook, stirring often, until softened, about 6 minutes. Add white wine, tomato paste, and 1/2 cup sun-dried tomatoes, and cook, stirring often, until liquid is reduced by half, about 2 minutes.\xa0Stir in butter until melted. Sprinkle flour over sun-dried tomato mixture and cook, stirring constantly, until thick and pasty, about 1 minute. Gradually stir in reserved pasta cooking water and milk.', 'Dotdash Meredith Food Studios', 'Cook, stirring often, until thickened and smooth, about 2 minutes.', 'Dotdash Meredith Food Studios', 'Add spinach, 1 teaspoon Italian seasoning, and remaining 1 1/2 teaspoons salt. Cook over medium, stirring constantly, until wilted and bright green, about 2 minutes. Remove from heat and stir in 1 cup of the mozzarella cheese and 1/4 cup of the Paremsan cheese until melted. Transfer to pasta mixture in baking dish and stir until well combined. Set aside.', 'Dotdash Meredith Food Studios', 'Heat remaining 1 tablespoon sun-dried tomato oil in a small skillet over medium-high. Add panko and remaining 1/2 teaspoon Italian seasoning, and cook, stirring constantly, until golden brown, about 2 minutes. Remove from heat. Sprinkle pasta mixture with remaining 1/2 cup sun-dried tomatoes, 1 cup mozzarella cheese, 1/4 cup Parmesan cheese, and toasted panko mixture.', 'Dotdash Meredith Food Studios', 'Bake in preheated oven until cheese is melted, about 15 minutes. Garnish with basil.', 'Dotdash Meredith Food Studios']",https://www.allrecipes.com/marry-me-chicken-pasta-bake-recipe-8707218
8698417,One-Pot Cheeseburger Pasta,"['1 pound 80/20 ground beef', '1 yellow onion, finely chopped', '6 cloves garlic, minced', '1 teaspoon kosher salt', '1/2 teaspoon freshly ground black pepper', '1 tablespoon tomato paste', '2 teaspoons onion powder', '1 1/2 teaspoons smoked paprika', '1 teaspoon garlic powder', '4 cups beef broth', '1  15-ounce) canned crushed tomatoes', '1/4 cup drained hamburger dill pickle chips, finely chopped, plus more chips for garnish', '3 tablespoons yellow mustard', '3 tablespoons ketchup', '8 ounces uncooked cavatappi pasta', '1 (8-ounce) package shredded sharp Cheddar cheese', '2 ounces cream cheese, cut into pieces', 'toasted sesame seeds and sliced scallions']","['Gather all ingredients.', 'Dotdash Meredith Food Studios', 'Heat a large nonstick skillet over medium-high heat. Add beef, onion, garlic, salt, and black pepper, and cook, stirring occasionally, untilbeef is no longer pink and onions are translucent, 6 to 8 minutes. Add tomato paste, onion powder, paprika, and garlic powder, and cook, stirring constantly, until tomato paste coats beef mixture, about 1 minute.', 'Dotdash Meredith Food Studios', 'Stir in broth, crushed tomatoes, pickles, mustard, and ketchup; bring to a boil over medium-high heat.', 'Dotdash Meredith Food Studios', 'Stir in pasta, making sure it is fully submerged in liquid. Cook over medium-high, stirring occasionally, until pasta is al dente, 8 to 10 minutes.', 'Dotdash Meredith Food Studios', 'Remove from heat and add Cheddar cheese and cream cheese, stirring constantly, until melted, about 2 minutes.', 'Dotdash Meredith Food Studios', 'Divide pasta among bowls and garnish with pickle chips, sesame seeds, and scallions.', 'Dotdash Meredith Food Studios']",https://www.allrecipes.com/one-pot-cheeseburger-pasta-recipe-8698417
8701199,Chicken Fajita Skillet Casserole,"['1 tablespoon olive oil', '2 poblano peppers, thinly sliced', '1 yellow or orange bell pepper, thinly sliced', '1 white onion, thinly sliced', '1 1/2 teaspoons chili powder', '1/2 teaspoon ground cumin', '1/4 teaspoon garlic powder', '3/4 teaspoon kosher salt', '1/2 teaspoon freshly ground black pepper', '2 1/2 tablespoons butter', '2 tablespoons all-purpose flour', '1 (10 ounce) can diced tomatoes and green chiles', '1 1/4 cups chicken broth', '2 1/2 cups shredded rotisserie chicken', '1 (15 ounce) can pinto beans, drained and rinsed', '2 cups sharp Cheddar cheese, divided', '3 cups broken tortilla chips', 'toppings, such as lettuce, cilantro, sour cream, salsa, and hot sauce (optional)']","['Preheat the oven to 375 degrees F (190 degrees C).', 'Heat oil in a large, oven proof skillet over medium-high heat. Add peppers and onions and cook, undisturbed, 5 minutes or until browned. Add chili powder, cumin, garlic powder, salt and pepper and continue cooking until vegetables are soft, stirring often, 1 to 2\xa0 minutes. Remove vegetables from the pan and set aside.', 'Add butter to the pan and melt over moderate heat. Whisk in flour and cook for 1 minute, stirring constantly. Add in tomatoes and broth and cook until thick and creamy, stirring constantly, about 3 minutes. Stir in chicken and beans. Top chicken mixture with 1 cup cheese. Spread reserved peppers and onions evenly over the cheese and top with chips and remaining cheese.', 'Bake in the preheated oven until bubbly and lightly browned on top, about 15\xa0 minutes. Serve with desired toppings.']",https://www.allrecipes.com/chicken-fajita-skillet-casserole-recipe-8701199
8695508,Easy One Pan Ramen Chicken Alfredo,"['6 (3 ounce) packages chicken flavored ramen noodles', '2 (15 ounce) jars Alfredo sauce', '3 cups shredded cooked chicken, from one rotisserie chicken', '1 cup water', '1 cup heavy cream', '2 cups shredded Italian blend cheese', '1/2 teaspoon ground black pepper']","['Preheat the oven to 350 degrees F (175 degrees C). Arrange uncooked ramen noodles in an even layer in the bottom of a large casserole dish, breaking noodle blocks as necessary to fit.\xa0Sprinkle 1 packet of seasoning evenly over noodles; discard remaining seasoning packets.', 'Pour 1 jar of Alfredo sauce evenly over noodles. Spread chicken evenly over sauce. Pour second jar of Alfredo sauce over chicken. Add water to first Alfredo jar, shake it to rinse sauce from the jar, and pour mixture over noodles. Add cream to second jar, shake, and pour over the casserole.\xa0 Top with cheese and pepper.', 'Bake in the preheated oven until browned and bubbly and noodles are tender, 50 to 60 minutes. Add up to 1/2 cup more water as needed, if too much is absorbed before noodles are cooked.', 'Dotdash Meredith Food Studios']",https://www.allrecipes.com/easy-one-pan-ramen-chicken-alfredo-recipe-8695508
8693474,One Pan Spicy Soy Noodles with Chicken,"['1 1/4 pounds boneless skinless chicken breast or tenders, cut into 1-inch pieces', '1/2 teaspoon garlic powder', '1/2 teaspoon paprika', '1 1/2 teaspoons kosher salt', '1/2 teaspoon freshly ground black pepper', '1 1/2 cups water, plus more as needed', '1/4 cup soy sauce', '2 tablespoons apple cider vinegar', '2 tablespoons neutral oil, divided', '2 teaspoons sesame oil', '2 cloves garlic, minced', '1 tablespoon minced ginger', '1/4 teaspoon crushed red pepper, plus more for garnish to taste', '8 ounces uncooked linguine pasta', '2 tablespoons brown sugar', '2 teaspoons sesame seeds', '3 green onions, thinly sliced']","['Season chicken with garlic powder, paprika, salt, and pepper.\xa0Whisk together 1 1/2 cups water with soy sauce and vinegar in a 2 cup measuring cup or bowl. Set aside.', 'Heat 1 tablespoon oil in a large deep skillet over medium-high heat.\xa0Add chicken and cook, stirring occasionally, until browned on all sides (Chicken will not be cooked through at this point).\xa0 Remove chicken from skillet and set aside.', 'Add remaining neutral oil and sesame oil to skillet.\xa0Add garlic and ginger and cook until fragrant, about 1 minute, stirring constantly.\xa0Stir in crushed red pepper.\xa0Add pasta and stir to coat in garlic mixture.\xa0Add reserved soy sauce mixture and stir until everything is well incorporated, scraping any browned bits from bottom of skillet.\xa0Bring mixture to a boil and reduce to simmer.', 'Add chicken and any accumulated juices into skillet along with brown sugar.\xa0Stir and cook, stirring occasionally, until pasta is cooked and sauce is thickened, 10 to 12 minutes. Add additional water as needed to keep mixture saucy until pasta is cooked.\xa0Stir in green onions, sesame seeds and more crushed red pepper if desired.']",https://www.allrecipes.com/one-pan-spicy-soy-noodles-with-chicken-recipe-8693474
8693366,One Pan Lemon Garlic Parmesan Chicken,"['3 tablespoons freshly squeezed lemon juice', '1 teaspoon lemon zest', '1/4 cup extra virgin olive oil', '1/2 teaspoon oregano', '1 teaspoon garlic powder', '2 1/2 teaspoons kosher salt, divided', '1 teaspoon freshly ground black pepper, divided', '2 pounds Yukon gold or red potatoes, cut into 1-inch cubes', '3 boneless skinless chicken breasts', '1 (8-ounce) package steam-in-bag green beans', '3 tablespoons softened butter, divided', '2 tablespoons mayonnaise', '1/3 cup freshly grated Parmesan cheese', 'chopped fresh parsley for garnish (optional']","['Preheat the oven to 425 degrees F (220 degrees C).', 'Whisk together lemon juice, lemon zest, olive oil, oregano, garlic powder, 2 teaspoon salt, and 1/2 teaspoon pepper in a bowl until well combined.', 'Slice chicken in half lengthwise and pound slightly to a uniform thickness\xa0 (Alternatively, you can use 6 chicken cutlets), and place chicken in a shallow dish or large resealable bag. Pour half of the olive oil mixture over chicken and toss well to coat. Let chicken marinate 30 minutes while potatoes are prepared.', 'Add potatoes to remaining marinade and toss well.\xa0Transfer potatoes to a lightly greased 9x13 baking dish and season with remaining salt and pepper.', 'Bake in the preheated oven until potatoes are just tender, tossing halfway through, 25 to 30 minutes.', 'Meanwhile, prepare green beans according to microwave package directions.', 'Remove potatoes from the oven and toss green beans with potatoes. Top with dollops of half of the softened butter. Remove chicken from marinade and place on top of potatoes and green beans.\xa0Reserve any remaining marinade in the bowl.', 'Add remaining\xa0butter, mayonnaise, and Parmesan cheese to the bowl with any remaining marinade and mix well.\xa0Spread butter mixture over evenly over chicken and return pan to oven.', 'Bake in the preheated oven until chicken is cooked through, 20 to 25 minutes. If you like your chicken browned, broil on high the last 2 minutes to brown the tops of the chicken. Sprinkle with parsley if desired.', 'Dotdash Meredith Video Studios']",https://www.allrecipes.com/one-pan-lemon-garlic-parmesan-chicken-recipe-8693366
8647662,One Pan Chicken Gnocchi,"['1 teaspoon butter', '2 teaspoons olive oil', '2 (8 ounce) skinless, boneless chicken breasts', '1 teaspoon Italian seasoning', 'salt and freshly ground black pepper to taste']","['Heat oil and butter in a heavy skillet over medium heat. Slice chicken breasts in half horizontally to create thin breasts. Sprinkle with seasonings.', 'Place chicken in the skillet and cook until golden brown on each side, about 4 minutes. Remove chicken to a plate and keep warm.', 'In the same skillet, melt butter. Add gnocchi and season with salt and pepper. Cook until gnocchi is golden, 6 to 7 minutes. Remove gnocchi to a bowl.', 'Add broccoli, zucchini, squash, mushrooms, and bell pepper and season with Italian seasoning. Saute until vegetables are crisp and tender, 5 to 7 minutes, depending on the thickness of the vegetables. Add minced garlic during the last 45 seconds; quickly saute until fragrant. Remove vegetables to the same bowl with gnocchi.', 'Melt 2 teaspoons butter in the same skillet; and cook shallot until softened and fragrant, about 3 minutes. Pour in chicken broth, half-and-half, and heavy cream. Whisk in flour, and cook, whisking to prevent lumps, until thickened, about 3 minutes. Squeeze in lemon juice to taste.', 'Combine gnocchi and vegetables with cream sauce, and top with cooked chicken.']",https://www.allrecipes.com/one-pan-chicken-gnocchi-recipe-8647662
8635722,One-Pan Shrimp And Rice,"['5 tablespoons unsalted butter, divided', '1 yellow onion, finely chopped', '6 cloves garlic, finely chopped', '1/4 cup dry white wine', '2 cups chicken stock', '2 teaspoons lemon zest', '1 1/2 teaspoons kosher salt', '1/4 teaspoon freshly ground black pepper', '1 1/2 cups uncooked jasmine rice, rinsed', '1 pound medium peeled, deveined raw shrimp', '1 tablespoon freshly squeezed lemon juice', '1/2 cup freshly grated Parmesan cheese', '2 tablespoons finely chopped fresh basil, plus small leaves for garnish', 'lemon wedges for serving']","['Gather all ingredients.', 'Dotdash Meredith Food Studios', 'Melt 1 tablespoon butter in a large nonstick skillet over medium. Add onion, and cook, stirring occasionally, until soft and translucent, about 3 minutes. Add garlic, and cook, stirring constantly, until garlic is fragrant and onions are lightly browned, about 1 minute. Stir in wine, and cook, stirring occasionally, until wine is reduced by half, about 3 minutes.', 'Dotdash Meredith Food Studios', 'Stir in chicken stock, lemon zest, salt, and black pepper. Bring to a boil over medium, and stir in rice. Cover and reduce heat to low. Simmer, undisturbed, until rice is just cooked through, 9 to 10 minutes. Add shrimp to rice in an even layer; drizzle with lemon juice, and dot with remaining 4 tablespoons butter. Cover and continue to cook over medium until shrimp and rice are cooked through, 5 to 6 minutes.', 'Dotdash Meredith Food Studios', 'Remove from heat. Stir in Parmesan cheese and basil. Garnish with lemon wedges and basil leaves.', 'Dotdash Meredith Food Studios']",https://www.allrecipes.com/one-pan-shrimp-and-rice-recipe-8635722
8634556,Cowboy Spaghetti,"['6 strips bacon', '1 onion, chopped', '2 cloves garlic, minced', '1/2 teaspoon salt', '1/4 teaspoon freshly ground black pepper', '1 pound ground beef', '1 1/2 cups beef broth', '2 teaspoons Worcestershire sauce', '2 teaspoons hot sauce, or to taste', '8 ounces spaghetti noodles', '1 (10 ounce) can diced tomatoes with green chiles (such as Ro-Tel® Original)', '1 (14.5 ounce) can fire roasted tomatoes', '1 (4 ounce) can tomato sauce', '1/2 cup shredded sharp Cheddar cheese', '3 green onions, sliced, or as needed for garnish']","['Place bacon in a large cast iron skillet and cook over medium-high heat, turning occasionally, until slightly crisp, about 7 minutes. Remove bacon slices to a paper towel-lined plate. When bacon is cool enough to handle, crumble roughly and set aside.', 'Add onion to the same skillet with bacon grease and sauté until softened, about 3 minutes. Add garlic, salt, and pepper. Stir until garlic is fragrant, about 30 seconds.', 'Add ground beef. Cook and stir until beef is crumbly and no longer pink, about 5 minutes. Lower heat to medium-low, and stir in beef broth, Worcestershire sauce, and hot sauce. Stir in 1/2 of the crumbled bacon.', 'Break spaghetti noodles in half. Scatter over ground beef, making sure noodles are separated. Pour tomatoes with green chiles, fire-roasted tomatoes, and tomato sauce over noodles. Cover and cook for 20 minutes.', 'Remove the lid and stir to combine the pasta and sauce. Smooth out mixture and scatter shredded cheese evenly over top. Sprinkle with remaining bacon. Cover and let cheese melt, about 5 minutes. Garnish with green onions; serve immediately.', 'TheDailyGourmet']",https://www.allrecipes.com/cowboy-spaghetti-recipe-8634556
8620633,One Pan Chicken Breast and Asparagus in Lemon Cream Sauce,"['1 lemon, zested and juiced', '3 cloves garlic, minced', '1/2 teaspoon red pepper flakes, or to taste', '1/2 cup chicken broth', '1 1/2 pounds skinless, boneless chicken breasts (about 2)', 'salt and freshly ground black pepper to taste', '2 tablespoons olive oil', '1/2 cup diced shallots', '1 pound asparagus, cut into 3-inch pieces, discarding any tough ends', '1 tablespoon minced fresh basil', '2 tablespoons unsalted butter', '1/3 cup heavy cream', 'fresh basil sprigs for garnish (optional)', 'lemon slices for garnish (optional)']","['Combine lemon zest and juice, minced garlic, red pepper flakes, and chicken broth in a small bowl and set aside.', 'Slice each chicken breast in half horizontally to create 4 cutlets. Pat dry with paper towels and lightly season with salt and pepper.', 'Heat olive oil in a large skillet over medium heat. When the oil shimmers, carefully add chicken pieces and brown for 3 to 5 minutes per side. Chicken will not be fully cooked. Remove to a plate and keep warm.', 'To the same skillet, add shallots and cook until softened, about 2 minutes. Add chicken broth mixture and bring to a boil.', 'Return chicken to the skillet with any accumulated juices. Add asparagus pieces around chicken and sprinkle on minced basil. Bring to a boil, cover, and reduce heat to simmer until asparagus is tender, and chicken is no longer pink at the center and juices run clear, 10 to 15 minutes.', 'Remove cover and increase heat to medium. Melt butter, one tablespoon at a time, stirring continuously, allowing sauce to thicken a little. Remove from heat and stir in cream. To serve, place in a serving dish and garnish with additional fresh basil and lemon slices.']",https://www.allrecipes.com/one-pan-chicken-breast-and-asparagus-in-lemon-cream-sauce-recipe-8620633
8597597,One-Pan Lemon Garlic Chicken and Asparagus,"['6 skinless, boneless chicken thighs (about 2 pounds)', '1 teaspoon Italian seasoning, or any herb blend', '1/2 teaspoon paprika', '1/2 teaspoon garlic powder', 'salt and freshly ground black pepper to taste', '1 tablespoons olive oil', '1 tablespoon unsalted butter', '1 cup chicken broth', '1 pound asparagus, \xa0ends trimmed, cut into 1 1/2-inch pieces', '1 tablespoon minced garlic, or to taste', '1/2 lemon, juiced', '4 tablespoons cold unsalted butter', '1 tablespoon minced fresh parsley', '1 lemon, sliced (optional)']","['Pat chicken thighs dry and trim any excess fat.', 'In a small bowl, combine Italian seasoning, paprika, garlic powder, salt, and pepper. Season both sides of chicken thighs with herb mixture.', 'In a large, nonstick skillet, heat olive oil and 1 tablespoon butter over medium heat. When oil is hot and butter is melted, add chicken in a single layer and brown on both sides, about 5 minutes per side. Remove to a plate and keep warm.', 'Pour chicken broth into the skillet, scraping up any browned bits, and bring to a boil. Boil until broth is reduced in volume by half, 3 to 5 minutes.', 'Add asparagus and cook, stirring occasionally, until asparagus is a deep, bright green color, 3 to 5 minutes.', 'To the asparagus, add fresh garlic and lemon juice and cook about 1 minute. Add butter, one tablespoon at a time. Stir quickly, until each pat is fully melted, before adding another.', 'Return chicken to the skillet, nestling the pieces down into the sauce and asparagus. Sprinkle with minced parsley and cook until the internal temperature of chicken, measured with an instant-read thermometer, reads 165 degrees F (74 degrees C), 2 to 3 minutes.', 'Spoon sauce over the chicken thighs to serve, and garnish with lemon slices. Serve warm.']",https://www.allrecipes.com/one-pan-lemon-garlic-chicken-and-asparagus-recipe-8597597
8553405,Pesto Spaghetti Frittata,"['6 duck eggs', '1/2 cup shredded Parmesan cheese', '1/4 cup half-and-half cream', '1/4 cup ricotta cheese', '2 tablespoons prepared pesto, plus more for garnish', '1 teaspoon fresh thyme leaves', '1/2 teaspoon salt', '1/4 teaspoon freshly ground black pepper', '1 pound frozen mixed carrots, broccoli, zucchini, and cauliflower (such as Normandy® blend)', '1 tablespoon unsalted butter', '2 cloves garlic, minced', '4 ounces leftover cooked spaghetti pasta']","['Preheat the oven to 400 degrees F (200 degrees C).', 'Whisk eggs, Parmesan cheese, half and half, ricotta, pesto, thyme, salt, and pepper together in a large bowl.', 'Place vegetables in a microwave-safe bowl; cook on High in the microwave until thawed, 4 to 5 minutes. Drain well.', 'Melt butter in an ovenproof nonstick skillet. Add garlic and saute until fragrant, about 1 minute. Add steamed vegetables, and toss to coat.', 'Pour half of egg mixture into the skillet. Toss cooked spaghetti with remaining egg mixture. Pour egg-coated pasta into the skillet. Cook 5 minutes.', 'Bake in the skillet in the preheated oven until eggs are firm, about 25 minutes. Remove, cut into wedges, and serve with more pesto if desired.', ""Duck eggs can be found at farmer's markets. They are larger than chicken eggs, and the yolks are proportionately larger, so they are more rich. You'll need about 8 large chicken eggs to substitute for 6 duck eggs.""]",https://www.allrecipes.com/pesto-spaghetti-frittata-recipe-8553405
8383615,Chicken Fra Diavolo,"['6 skin-on, bone-in chicken thighs', 'salt and freshly ground black pepper to taste', '1 tablespoon olive oil', '1 tablespoon unsalted butter', '1 small onion, chopped', '1 hot red pepper, chopped', '4 cloves garlic, minced', '2 teaspoons Italian seasoning', '1 teaspoon crushed red pepper flakes, or to taste', '1/2 cup white wine, such as Pinot Grigio', '1 tablespoon tomato paste', '1 (14 1/2 ounce) crushed fire roasted tomatoes', '1 tablespoon minced fresh basil, plus more for garnish', '1 tablespoon fresh parsley', '2 tablespoons shredded Parmesan cheese, or to taste']","['Preheat the oven to 375 degrees F (190 degrees C).', 'Pat chicken thighs dry with paper towels, and trim away extra skin and excess fat. Season each chicken thigh with salt and pepper on both sides.', 'In a large, oven-safe skillet, heat olive oil and butter over medium heat.', 'When the butter is bubbling, add chicken thighs. Being careful not to crowd the skillet, work in batches to brown each thigh, 3 to 5 minutes per side. When all the thighs are browned, remove to a plate and keep warm.', 'To the same skillet, add chopped onions and hot red pepper. Cook until the onions begin to soften, about 3 minutes. Add garlic, Italian seasoning, and crushed red pepper flakes and cook until garlic is fragrant, about 30 seconds.', 'Stir in wine, add tomato paste, and cook about 3 minutes. Add crushed tomatoes and minced basil and cook until sauce thickens slightly, about 5 minutes. Nestle browned chicken thighs, skin side up, into the sauce, and add any accumulated juices.', 'Place skillet in oven; bake until an instant-read thermometer reads at least 165 degrees F (74 degrees C) when inserted near the center of chicken thighs.', 'Sprinkle with minced fresh parsley and garnish with additional basil leaves, if desired. Top with shredded Parmesan cheese, to taste. Serve warm.', 'Use food service gloves while handling hot pepper, and avoid contact with eyes. Discard seeds and inner membranes to “tame” the heat, if desired, or add more spicy red pepper, if you like a lot of heat.']",https://www.allrecipes.com/chicken-fra-diavolo-recipe-8383615
34870,Chicken Murphy,"['1 pound bulk Italian sausage', '1 pound skinless, boneless chicken thighs, cut into 1-inch cubes', '1/4 cup all-purpose flour', '2 tablespoons olive oil, divided', '1 pound cremini mushrooms, quartered', '1 onion, chopped', '1 pepper red bell pepper, cut into 3/4-inch pieces', '1 green bell pepper, cut in 3/4-inch pieces', '3 cloves garlic, minced', '1 1/2 pounds russet potatoes, scrubbed and cubed into 1/2-inch pieces', '1 cup dry white wine', '1 cup reduced-sodium chicken broth', '1/4 cup brine from Peppadew peppers', '1 teaspoon Italian seasoning', '3/4 teaspoon salt', '1 cup Peppadew peppers, halved', 'chopped fresh Italian parsley']","['Gather all ingredients.', 'Dotdash Meredith Food Studios', 'Cook sausage in a 5-to 6-quart Dutch oven over medium heat until browned, 6 to 8 minutes; transfer to a bowl with a slotted spoon.', 'Dotdash Meredith Food Studios', 'Place flour in a shallow plate; dredge chicken pieces in flour to coat.', 'Dotdash Meredith Food Studios', 'Heat 1 tablespoon oil in Dutch oven; add chicken and cook until lightly browned, 4 to 5 minutes. Transfer chicken to the bowl with sausage.', 'Dotdash Meredith Food Studios', 'Add remaining 1 tablespoon oil to the Dutch oven. Add mushrooms, onion, and bell peppers. Cook until tender, 6 to 8 minutes.', 'Dotdash Meredith Food Studios', 'Stir in garlic and cook until fragrant, about 1 minute.', 'Dotdash Meredith Food Studios', 'Stir in potatoes, white wine, chicken broth, brine, Italian seasoning, and salt; bring to a boil. Reduce heat to medium-low, cover, and simmer until potatoes are tender, about 10 minutes.', 'Dotdash Meredith Food Studios', 'Add Peppadew peppers and browned chicken and sausage; cook and stir until heated through and sauce is slightly thickened, about 3 minutes.', 'Dotdash Meredith Food Studios', 'Sprinkle with parsley before serving.', 'Dotdash Meredith Food Studios']",https://www.allrecipes.com/recipe/34870/chicken-murphy/
7561267,Skillet Shrimp Fajitas with Cilantro-Lime Cream,"['1 cup sour cream', '3 tablespoons chopped cilantro', '2 limes, zested and juiced', '1 clove garlic, minced', '1/2 teaspoon salt, or to taste']","['For cilantro-lime cream, place sour cream in a small bowl with a lid. Add cilantro, zest and juice of 2 limes, garlic, and 1/2 teaspoon salt. Stir together well, cover, and refrigerate until ready to serve.', 'For fajita seasoning, combine chili powder, cayenne pepper, cumin, paprika, oregano, salt and pepper in a small bowl; set aside.', 'In a large bowl or resealable plastic bag, add 2 tablespoons oil, half of lime juice, and fajita seasoning. Stir together or squeeze the bag to combine. Add shrimp and mix well to coat shrimp; set aside.', 'Heat remaining 2 tablespoons oil in a large skillet over medium heat. Stir onion and peppers into the hot oil, and cook, stirring frequently, until some color begins to develop on the vegetables, 3 to 5 minutes. Remove vegetables from the skillet and set aside.', 'Add\xa0shrimp to the same skillet and cook for 2 to 3 minutes. Return cooked vegetables to the skillet. Cook and stir until shrimp is opaque and pink, 2 to 3 minutes. Squeeze remaining lime juice over the skillet contents.', 'Fill warm tortillas with shrimp, peppers, and onions, and garnish with avocado slices, pico de gallo, and additional cilantro, if desired. Drizzle with cilantro-lime cream.']",https://www.allrecipes.com/skillet-shrimp-fajitas-with-cilantro-lime-cream-recipe-7561267
253157,Weeknight Skillet Slaw,"['1 tablespoon chipotle hot sauce (such as Cholula®)', '1 tablespoon rice vinegar', '1 tablespoon soy sauce', '1 ½ teaspoons minced ginger', '1 teaspoon agave syrup', '1 tablespoon olive oil', '1 tablespoon sesame oil', '1 pound ground turkey', '½ teaspoon salt', '½ tablespoon ground black pepper', '1 (8 ounce) package coleslaw mix', '½  red bell pepper, diced', '2  green onions, chopped, or more to taste', '2 cloves garlic, minced', '1 tablespoon sesame seeds']","['Mix chipotle hot sauce, rice vinegar, soy sauce, ginger, and agave syrup together in a small bowl to make sauce.', 'Heat olive oil and sesame oil in a wok or large skillet over medium heat. Add ground turkey; cook, stirring to break up clumps, until juices run clear, about 6 minutes. Season with salt and pepper. Transfer to a bowl, reserving juices in the wok.', 'Combine coleslaw mix, red bell pepper, green onions, and garlic in the wok; cook and stir over medium heat until slaw is slightly wilted, 1 to 2 minutes. Add sauce; mix to combine, about 1 minute. Return turkey to the wok and stir until heated through, 2 to 3 minutes.', 'Sprinkle sesame seeds over slaw before serving.', 'Substitute ginger paste for the minced ginger and/or white sugar for the agave syrup if desired.', 'Use coleslaw mix with red cabbage and carrots for maximum color and vegetable variety.']",https://www.allrecipes.com/recipe/253157/weeknight-skillet-slaw/
